;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
335;335;506;auto - moto;comprometida;aseg estacionado abre puerta viene moto colisiona dicha puerta izquierda tercero cae piso manifesto lesiones ;[('aseg', 'PROPN'), ('estacionar', 'ADJ'), ('abrir', 'VERB'), ('puerta', 'PROPN'), ('venir', 'VERB'), ('moto', 'PROPN'), ('colisionar', 'ADJ'), ('decir', 'ADJ'), ('puerta', 'NOUN'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('manifesto', 'ADJ'), ('lesionar', 'NOUN')]
336;336;508;auto - moto;comprometida;circulaba chorroarin doblar luz giro hacia derecha morlote embistio moto marca suzuki dominio kfs parte trasera derecha vehculo cayo piso sufrio lesiones poseia seguro vigente tit moto diaz c manuel eduardo pampa caba lesionados terceros involucrados datos tercero ugaz paredes jhonatan erick suzuki kfs triunfo seguros;[('circular', 'AUX'), ('chorroarin', 'PROPN'), ('doblar', 'VERB'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('morlote', 'ADJ'), ('embistio', 'PROPN'), ('moto', 'PROPN'), ('marcar', 'VERB'), ('suzuki', 'ADJ'), ('dominio', 'NOUN'), ('kfs', 'PROPN'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('vehculo', 'ADJ'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('sufrio', 'ADJ'), ('lesionar', 'NOUN'), ('poseia', 'ADJ'), ('seguro', 'ADJ'), ('vigente', 'ADJ'), ('tit', 'PROPN'), ('moto', 'PROPN'), ('diaz', 'PROPN'), ('c', 'PROPN'), ('manuel', 'PROPN'), ('eduardo', 'PROPN'), ('pampa', 'PROPN'), ('caba', 'AUX'), ('lesionar', 'ADJ'), ('tercero', 'ADJ'), ('involucrar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('ugaz', 'PROPN'), ('pared', 'PROPN'), ('jhonatan', 'AUX'), ('erick', 'PROPN'), ('suzuki', 'PROPN'), ('kfs', 'PROPN'), ('triunfar', 'NOUN'), ('seguro', 'ADJ')]
337;337;511;auto - moto;comprometida;vehiculo asegurado circulaba pje martin fierro llegar asomar embestido moto circulaba lope vega moticiclista cae pegando danando parabrisas lesiones llevaba casco;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('pje', 'PROPN'), ('martin', 'PROPN'), ('ferrar', 'PROPN'), ('llegar', 'VERB'), ('asomar', 'VERB'), ('embestir', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('lope', 'PROPN'), ('vega', 'ADJ'), ('moticiclista', 'ADJ'), ('caer', 'AUX'), ('pegar', 'AUX'), ('danando', 'VERB'), ('parabrisas', 'NOUN'), ('lesionar', 'ADJ'), ('llevar', 'AUX'), ('cascar', 'NOUN')]
338;338;512;auto - moto;comprometida;asegurado circulaba oeste arteria mencionada girar hacia izquierda ingresar jose miro paso cedido auto particular circulaba contraria impactado punta delantera derecha lateral derecha moto circulaba mataco oeste impulso gira misma acompanante moto sufri lesin tobillo izquierdo fractura perone dedo pieno quiso ser transladado transladado medios instituo haedo;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('oeste', 'PROPN'), ('arteria', 'NOUN'), ('mencionar', 'ADJ'), ('girar', 'VERB'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('ingresar', 'VERB'), ('jose', 'PROPN'), ('mirar', 'PROPN'), ('pasar', 'NOUN'), ('ceder', 'ADJ'), ('auto', 'NOUN'), ('particular', 'ADJ'), ('circular', 'AUX'), ('contrario', 'ADJ'), ('impactar', 'ADJ'), ('punta', 'ADJ'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('mataco', 'PROPN'), ('oeste', 'PROPN'), ('impulsar', 'PROPN'), ('girar', 'NOUN'), ('mismo', 'DET'), ('acompanante', 'ADJ'), ('moto', 'NOUN'), ('sufri', 'PROPN'), ('lesin', 'NOUN'), ('tobillo', 'NOUN'), ('izquierdo', 'ADJ'), ('fracturar', 'NOUN'), ('perone', 'VERB'), ('dedo', 'NOUN'), ('pieno', 'ADJ'), ('querer', 'VERB'), ('ser', 'VERB'), ('transladado', 'VERB'), ('transladado', 'ADJ'), ('medio', 'NOUN'), ('instituo', 'PROPN'), ('haedo', 'PROPN')]
339;339;513;auto - moto;discutida;vehiculo asegurado circulaba colisionado lateral derecho tercero moto persona ingresaba girando hacia izquierda neuquen persona cayo asfalto luego intercambiar datos retiro cuenta desplazamientos;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('personar', 'NOUN'), ('ingresar', 'AUX'), ('girar', 'VERB'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('neuquen', 'PROPN'), ('personar', 'PROPN'), ('cayo', 'PROPN'), ('asfaltar', 'PROPN'), ('luego', 'ADV'), ('intercambiar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'PROPN'), ('contar', 'VERB'), ('desplazamiento', 'NOUN')]
340;340;514;auto - moto;comprometida;asegurado encontraba circulando matheu maniobra girar derecha salguero tercero venia misma intenta sobrepasar derecha asegurado impacta moto parte delantera derecha parte delantera izquierda altura manubrio desplazamiento cae moto piso moto usaba moto indica lesiones retira propios medios;[('asegurar', 'ADJ'), ('encontrar', 'AUX'), ('circular', 'VERB'), ('matheu', 'PROPN'), ('maniobrar', 'VERB'), ('girar', 'VERB'), ('derecho', 'ADJ'), ('salguero', 'NOUN'), ('3', 'ADJ'), ('venia', 'PROPN'), ('mismo', 'DET'), ('intentar', 'VERB'), ('sobrepasar', 'VERB'), ('derecho', 'NOUN'), ('asegurar', 'ADJ'), ('impactar', 'ADJ'), ('moto', 'PROPN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('altura', 'NOUN'), ('manubrio', 'PROPN'), ('desplazamiento', 'PROPN'), ('caer', 'VERB'), ('moto', 'PROPN'), ('pisar', 'PROPN'), ('moto', 'PROPN'), ('usar', 'AUX'), ('moto', 'NOUN'), ('indicar', 'VERB'), ('lesionar', 'NOUN'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN')]
341;341;515;auto - moto;comprometida;aseg circulando interseccin quiere doblar derecha coliciona b moto venia derecha toca moto frente elantero derecho caen suelo personas intervencion policial lesiones retiran moto mas vhs;[('aseg', 'PROPN'), ('circular', 'VERB'), ('interseccin', 'PROPN'), ('querer', 'VERB'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('coliciona', 'VERB'), ('b', 'PROPN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('derecho', 'ADJ'), ('tocar', 'VERB'), ('moto', 'PROPN'), ('frente', 'ADV'), ('elantero', 'ADJ'), ('derecho', 'NOUN'), ('caer', 'AUX'), ('soler', 'NOUN'), ('personar', 'NOUN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('lesionar', 'NOUN'), ('retirar', 'VERB'), ('moto', 'PROPN'), ('mas', 'PROPN'), ('vhs', 'PROPN')]
342;342;516;auto - moto;comprometida;saliendo garage domicilio marcha atras moto pasa auto auto raya paragolpe trasero moto iba solo cae piso retira propios medios lesiones ;[('salir', 'AUX'), ('garage', 'PROPN'), ('domiciliar', 'NOUN'), ('marchar', 'INTJ'), ('atras', 'NOUN'), ('moto', 'PROPN'), ('paso', 'VERB'), ('auto', 'NOUN'), ('auto', 'ADJ'), ('rayar', 'PROPN'), ('paragolpe', 'NOUN'), ('trasero', 'ADJ'), ('moto', 'NOUN'), ('ir', 'AUX'), ('solo', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('lesionar', 'ADJ')]
343;343;519;auto - moto;comprometida;aseg estacionado libertador abre puerta delantera izquierdo moto impacta luego moto colisiona lateral derecho taxi circulaba libertador moto cae piso tenia lesiones derecha intervinen ;[('aseg', 'PROPN'), ('estacionar', 'ADJ'), ('libertador', 'NOUN'), ('abrir', 'VERB'), ('puerta', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'NOUN'), ('impactar', 'ADJ'), ('luego', 'ADV'), ('moto', 'NOUN'), ('colisionar', 'VERB'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('taxi', 'PROPN'), ('circular', 'AUX'), ('libertador', 'PROPN'), ('moto', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('tenia', 'PROPN'), ('lesionar', 'NOUN'), ('derecho', 'ADJ'), ('intervinen', 'AUX')]
344;344;520;auto - moto;comprometida;asegurado circulando rosales palomar ingresar estacion servicio ubicada rosales bianco tercero asegurado desconoce lleva acompanante circulando bianco asegurado entrar estacion servicio tercero embiste parte lateral derecho parte lateral derecho asegurado lesionados ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('rosal', 'ADJ'), ('palomar', 'VERB'), ('ingresar', 'VERB'), ('estacion', 'PROPN'), ('servicio', 'PROPN'), ('ubicar', 'ADJ'), ('rosal', 'ADJ'), ('bianco', 'ADJ'), ('3', 'ADJ'), ('asegurar', 'ADJ'), ('desconocer', 'VERB'), ('llevar', 'VERB'), ('acompanante', 'ADJ'), ('circular', 'VERB'), ('bianco', 'ADJ'), ('asegurar', 'ADJ'), ('entrar', 'VERB'), ('estacion', 'PROPN'), ('servicio', 'PROPN'), ('3', 'ADJ'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('asegurar', 'ADJ'), ('lesionar', 'ADJ')]
345;345;522;auto - moto;comprometida;asegurado circulando bermejo interseccin don bosco tercero moto circualando ultima don bosco medio impacta lateral izquierdo delantero asegurado ocupante moto cae pavimento ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('bermejo', 'ADJ'), ('interseccin', 'PROPN'), ('don', 'PROPN'), ('bosco', 'PROPN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circualando', 'VERB'), ('ultimar', 'PROPN'), ('don', 'NOUN'), ('bosco', 'PROPN'), ('mediar', 'PROPN'), ('impactar', 'VERB'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('delantero', 'NOUN'), ('asegurar', 'ADJ'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('caer', 'VERB'), ('pavimentar', 'NOUN')]
346;346;528;auto - moto;comprometida;circulando san nicolas llegar interseccion cin jonte doblo hacia izquiedca tomar dicha avda moto circulando ultima interseccion produce contacto lateral derecho parte delantera moto cayendo piso unico tripulantese hizo presente personal policial pese inistencia asegurado motocicilista quiso intervencion same retira lugar siniestro propios medios;[('circular', 'VERB'), ('santo', 'PROPN'), ('nicolas', 'VERB'), ('llegar', 'VERB'), ('interseccion', 'NOUN'), ('cin', 'AUX'), ('jonte', 'ADV'), ('doblar', 'NOUN'), ('hacia', 'ADP'), ('izquiedca', 'NOUN'), ('tomar', 'VERB'), ('decir', 'ADJ'), ('avda', 'ADJ'), ('moto', 'NOUN'), ('circular', 'VERB'), ('ultimar', 'PROPN'), ('interseccion', 'PROPN'), ('producir', 'VERB'), ('contactar', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('moto', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('unico', 'ADJ'), ('tripulantese', 'ADV'), ('hacer', 'VERB'), ('presentar', 'ADJ'), ('personal', 'NOUN'), ('policial', 'ADJ'), ('pesar', 'INTJ'), ('inistencia', 'NOUN'), ('asegurar', 'ADJ'), ('motocicilista', 'PROPN'), ('querer', 'VERB'), ('intervencion', 'PROPN'), ('same', 'ADV'), ('retirar', 'VERB'), ('lugar', 'NOUN'), ('siniestro', 'ADJ'), ('propio', 'DET'), ('medio', 'NOUN')]
347;347;530;auto - moto;comprometida;vehiculo asegurado circulaba larroque doblar derecha hacia v plaza produce colision moto pasando lado ambos ocupantes moto llevaban caen piso acompanante golpea izquierda guardabarros delantero derecho vehiculo asegurado ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('larroque', 'PROPN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('hacia', 'ADP'), ('v', 'PROPN'), ('plaza', 'PROPN'), ('producir', 'VERB'), ('colision', 'PROPN'), ('moto', 'PROPN'), ('pasar', 'AUX'), ('lado', 'ADJ'), ('ambos', 'NUM'), ('ocupante', 'ADJ'), ('moto', 'PROPN'), ('llevar', 'AUX'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('acompanante', 'ADJ'), ('golpear', 'PROPN'), ('izquierdo', 'ADJ'), ('guardabarros', 'NOUN'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('vehicular', 'ADJ'), ('asegurar', 'ADJ')]
348;348;531;auto - moto;concurrente;redgreenlue aseg circulaba chiclana impactado parte lateral izq ro moto circulaba alli desplazamientos lesionados ;[('redgreenlue', 'PROPN'), ('aseg', 'PROPN'), ('circular', 'AUX'), ('chiclana', 'ADJ'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('izq', 'ADJ'), ('ro', 'PROPN'), ('moto', 'NOUN'), ('circular', 'AUX'), ('alli', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ')]
349;349;533;auto - moto;comprometida;circulaba pereda voy girar izquierda hacia san eduardo colisionado ero moto solo ocupante lateral trasero derecho circulaba pereda contraria cae pavimento ofresco ayuda ;[('circular', 'AUX'), ('pereda', 'PROPN'), ('ir', 'AUX'), ('girar', 'VERB'), ('izquierdo', 'ADJ'), ('hacia', 'ADP'), ('santo', 'PROPN'), ('eduardo', 'PROPN'), ('colisionar', 'ADJ'), ('erar', 'PROPN'), ('moto', 'NOUN'), ('solo', 'ADJ'), ('ocupante', 'ADJ'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('circular', 'AUX'), ('pereda', 'PROPN'), ('contrario', 'ADJ'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('ofresco', 'PROPN'), ('ayudar', 'NOUN')]
350;350;534;auto - moto;comprometida;circular rivera indarte metros llegar venezuela mia derecha sale repentinamente tercero encontraba estacionado cruzandose hacia adelante rose volanteo hacia izq hacerlo rose moto intentaba sobrepasarme izq moto cayo piso reincorporando mas involucrados lesionados datos tercero ezequiel maximiliano balzan bajaj rouser aujo orbisnos comunicamos v asegurado ;[('circular', 'PROPN'), ('rivera', 'AUX'), ('indarte', 'VERB'), ('metro', 'NOUN'), ('llegar', 'VERB'), ('venezuela', 'PROPN'), ('mia', 'PROPN'), ('derecho', 'ADJ'), ('salir', 'VERB'), ('repentinamente', 'ADV'), ('3', 'ADJ'), ('encontrar', 'AUX'), ('estacionar', 'ADJ'), ('cruzandose', 'VERB'), ('hacia', 'ADP'), ('adelantar', 'ADV'), ('rose', 'VERB'), ('volanteo', 'NOUN'), ('hacia', 'ADP'), ('izq', 'PROPN'), ('hacerlo', 'VERB'), ('rose', 'PROPN'), ('moto', 'NOUN'), ('intentar', 'AUX'), ('sobrepasarme', 'VERB'), ('izq', 'PROPN'), ('moto', 'NOUN'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('reincorporar', 'VERB'), ('mas', 'ADV'), ('involucrar', 'ADJ'), ('lesionar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('ezequiel', 'PROPN'), ('maximiliano', 'ADJ'), ('balzan', 'AUX'), ('bajaj', 'NOUN'), ('rouser', 'VERB'), ('aujo', 'ADV'), ('orbisnos', 'NOUN'), ('comunicar', 'ADJ'), ('v', 'CCONJ'), ('asegurar', 'ADJ')]
351;351;535;auto - moto;comprometida;detenido semaforo hip yrigoyen pone moto adelante arranca toco levemente moto saola persona cae piso levanta solo danos fisicos solo moto;[('detener', 'ADJ'), ('semaforo', 'PROPN'), ('hip', 'PROPN'), ('yrigoyen', 'PROPN'), ('poner', 'VERB'), ('moto', 'NOUN'), ('adelantar', 'ADV'), ('arrancar', 'PROPN'), ('tocar', 'PROPN'), ('levemente', 'ADV'), ('moto', 'PROPN'), ('saola', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('levantar', 'VERB'), ('solo', 'ADV'), ('danos', 'NOUN'), ('fisicos', 'ADJ'), ('solo', 'ADJ'), ('moto', 'NOUN')]
352;352;536;auto - moto;comprometida;aseg circulaba impacta levemente parte delantera parte trasera ro moto circulaba adelante reduce velocidad desplazamientos lesionados moto personas intervencion policial medica retiran medios;[('aseg', 'PROPN'), ('circular', 'AUX'), ('impactar', 'ADJ'), ('levemente', 'ADV'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('ro', 'ADP'), ('moto', 'NOUN'), ('circular', 'AUX'), ('adelantar', 'ADV'), ('reducir', 'VERB'), ('velocidad', 'NOUN'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('moto', 'PROPN'), ('personar', 'NOUN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('medicar', 'ADJ'), ('retirar', 'VERB'), ('medio', 'NOUN')]
353;353;537;auto - moto;comprometida;vehiculo asegurado circulando dean funes llegar interseccion mexico produce colision parte delanetra derecha moto circulaba ultima moto circulaba sola persona cae piso utilizaba ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('dean', 'AUX'), ('funes', 'NOUN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('mexico', 'ADJ'), ('producir', 'VERB'), ('colision', 'PROPN'), ('partir', 'PROPN'), ('delanetra', 'VERB'), ('derecho', 'NOUN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('utilizar', 'AUX')]
354;354;538;auto - moto;comprometida;circulaba italia ingresar camion cede paso momento impacta lateral trasero izq moto solo ocupante cae pavimento incorpora medios posia raspones derechase ofrece asistencia medica niega intercambiamos datos retira lugar medios int ambnos comunicamos asegurado ;[('circular', 'AUX'), ('italia', 'PROPN'), ('ingresar', 'VERB'), ('camion', 'PROPN'), ('ceder', 'PROPN'), ('pasar', 'ADJ'), ('momento', 'NOUN'), ('impactar', 'VERB'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('izq', 'PROPN'), ('moto', 'NOUN'), ('solo', 'ADJ'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('incorporar', 'PROPN'), ('medio', 'NOUN'), ('posia', 'PROPN'), ('raspones', 'PROPN'), ('derechase', 'PROPN'), ('ofrecer', 'VERB'), ('asistencia', 'NOUN'), ('medicar', 'ADJ'), ('negar', 'ADJ'), ('intercambiar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('lugar', 'NOUN'), ('medio', 'NOUN'), ('int', 'ADJ'), ('ambnos', 'NOUN'), ('comunicar', 'ADJ'), ('asegurar', 'ADJ')]
355;355;541;auto - moto;concurrente;circulabapor barilari interseccion gowland embestido ero moto solo ocupante circulaba ultima mencionda lateral delantero izquierdo parte delantera ero pasa arriba cae asfalto levanto saco ofresco ayuda quiere llamen dice seguro retira propios medios andando moto esquina poca luz;[('circulabapor', 'PROPN'), ('barilari', 'PROPN'), ('interseccion', 'PROPN'), ('gowland', 'PROPN'), ('embestir', 'PROPN'), ('erar', 'PROPN'), ('moto', 'NOUN'), ('solo', 'ADJ'), ('ocupante', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'ADJ'), ('mencionda', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('erar', 'PROPN'), ('paso', 'VERB'), ('arribar', 'ADV'), ('caer', 'VERB'), ('asfaltar', 'NOUN'), ('levantar', 'PROPN'), ('sacar', 'NOUN'), ('ofresco', 'ADJ'), ('ayudar', 'NOUN'), ('querer', 'VERB'), ('llamar', 'PROPN'), ('decir', 'VERB'), ('seguro', 'ADV'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('andar', 'VERB'), ('moto', 'PROPN'), ('esquinar', 'NOUN'), ('poco', 'DET'), ('luz', 'NOUN')]
356;356;542;auto - moto;comprometida;vhc asegurado circulando concordia alcanzar interseccion esmeralda produce rozamiento patente tercero circulaba ultima mencionada ocupantes caen piso incorporan acto colocado ocupantes acompanante tenia raspadura minima consideracion retiran propios medios rechazaron asistencia medica desplazamientos intevino;[('vhc', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('concordia', 'NOUN'), ('alcanzar', 'VERB'), ('interseccion', 'PROPN'), ('esmeralda', 'PROPN'), ('producir', 'VERB'), ('rozamiento', 'NOUN'), ('patentar', 'ADJ'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('mencionar', 'ADJ'), ('ocupante', 'ADJ'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('incorporar', 'AUX'), ('acto', 'NOUN'), ('colocar', 'ADJ'), ('ocupante', 'ADJ'), ('acompanante', 'ADJ'), ('tenia', 'PROPN'), ('raspadura', 'NOUN'), ('minima', 'ADJ'), ('consideracion', 'PROPN'), ('retirar', 'AUX'), ('propio', 'DET'), ('medio', 'NOUN'), ('rechazar', 'VERB'), ('asistencia', 'NOUN'), ('medicar', 'ADJ'), ('desplazamiento', 'NOUN'), ('intevino', 'ADJ')]
357;357;543;auto - moto;concurrente;asegurado circulando medrano onda mitad cruce cordoba semaforo cambia colisionado tercero moto ocupante cayo suelo circulaba cordoba ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('medrano', 'NOUN'), ('onda', 'PROPN'), ('mitad', 'NOUN'), ('cruzar', 'NOUN'), ('cordoba', 'PROPN'), ('semaforo', 'PROPN'), ('cambiar', 'VERB'), ('colisionar', 'ADJ'), ('3', 'ADJ'), ('moto', 'NOUN'), ('ocupante', 'ADJ'), ('cayo', 'PROPN'), ('soler', 'NOUN'), ('circular', 'AUX'), ('cordoba', 'PROPN')]
358;358;546;auto - moto;comprometida;asegurado circulando pedro echague tercero moto circulaba saenz pena colisiona lateral derecho parte frontal persona conducia moto cae capot asegurado luego paviemento bajo asistose incorpora medio manifestaba dolor piernaofreci asistencia medica niega acompano domicilio vivia media cuadra lugar ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('pedro', 'PROPN'), ('echague', 'PROPN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('saenz', 'PROPN'), ('penar', 'NOUN'), ('colisionar', 'PROPN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('frontal', 'ADJ'), ('personar', 'NOUN'), ('conducia', 'NOUN'), ('moto', 'PROPN'), ('caer', 'VERB'), ('capot', 'PROPN'), ('asegurar', 'ADJ'), ('luego', 'ADV'), ('paviemento', 'NOUN'), ('bajar', 'ADP'), ('asistose', 'VERB'), ('incorporar', 'NOUN'), ('mediar', 'PROPN'), ('manifestar', 'AUX'), ('dolor', 'NOUN'), ('piernaofreci', 'AUX'), ('asistencia', 'NOUN'), ('medicar', 'ADJ'), ('negar', 'ADJ'), ('acompano', 'ADJ'), ('domiciliar', 'NOUN'), ('vivia', 'PROPN'), ('medio', 'ADJ'), ('cuadro', 'NOUN'), ('lugar', 'NOUN')]
359;359;547;auto - moto;comprometida;aseg circulaba incas doblar hacia pje corregidores moto realizaba misma maniobra colisionar car asfalto existio contacto persona retira propios medios desplazamientos;[('aseg', 'PROPN'), ('circular', 'AUX'), ('inca', 'ADJ'), ('doblar', 'VERB'), ('hacia', 'ADP'), ('pje', 'PROPN'), ('corregidor', 'NOUN'), ('moto', 'NOUN'), ('realizar', 'AUX'), ('mismo', 'DET'), ('maniobrar', 'NOUN'), ('colisionar', 'VERB'), ('car', 'PROPN'), ('asfaltar', 'NOUN'), ('existio', 'ADJ'), ('contactar', 'NOUN'), ('personar', 'NOUN'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('desplazamiento', 'ADJ')]
360;360;550;auto - moto;comprometida;venia manejando miguel cane interseccin calandria moto llego frenar produce colisin moto cae piso;[('venia', 'PROPN'), ('manejar', 'PROPN'), ('miguel', 'PROPN'), ('cane', 'PROPN'), ('interseccin', 'PROPN'), ('calandria', 'ADJ'), ('moto', 'PROPN'), ('llegar', 'PROPN'), ('frenar', 'VERB'), ('producir', 'VERB'), ('colisin', 'PROPN'), ('moto', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN')]
361;361;551;auto - moto;comprometida;circulaba balbin gire hacia derecha antartida argentina tercero adelant derecha colisiona parte lateral derechaen unidad tercero moto circulaban personas masc fem ;[('circular', 'AUX'), ('balbin', 'PROPN'), ('girar', 'PROPN'), ('hacia', 'ADP'), ('derecho', 'NOUN'), ('antartida', 'ADJ'), ('argentino', 'ADJ'), ('3', 'ADJ'), ('adelant', 'PROPN'), ('derecho', 'ADJ'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('derechaen', 'AUX'), ('unidad', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('personar', 'NOUN'), ('masc', 'ADJ'), ('fem', 'PROPN')]
