cod_accidente,descripcion_del_hecho - Final,responsabilidad,fuzzy,no_hpx
aa    ,mecanica hecho segun version asegurado circulando ciudad paz vehiculo adelante frena llego frenar igual toco parte delantera parte trasera lesionados terceros involucrasmecanica hecho segun tercero circulando ciudad paz freno contingencias transito vehivulo impacta atras,comprometida,mecanica hecho segun version aseg circulando velocidad paz vehiculo delante frena llego frena igual toco parte delante parte trasera lesionados terceros mecanica hecho segun tercero circulando velocidad paz frena contingencias transito vehiculo impactada atras,mecanica hecho segun version aseg circulando velocidad paz vehiculo delante frena llego frena igual toco parte delante parte trasera lesionados terceros mecanica hecho segun tercero circulando velocidad paz frena transito vehiculo impactada atras
am    ,aseg circulando moto quiere sobrepasar dana toda parte lateral vehi aseg cae suelo personas lesiones asistio ,concurrente,aseg circulando moto quiere sobrepasar dana toda parte lateral vehiculo aseg caen suelo personas lesiones asistio,aseg circulando moto quiere sobrepasar dana toda parte lateral vehiculo aseg caen suelo personas lesiones asistio
am    ,aseg circulaba directorio semaforo amarilla visualiza pone impacta tercero moto circulaba centenario lateral delantero izquierda parte delantera tercero tercero sufre lesion iza recibe asistencia lugar retira solo,comprometida,aseg circulaba directorio semaforo amarilla visualiza pone impactada tercero moto circulaba centenario lateral delante izquierda parte delante tercero tercero sufre lesiones iza recibe asistencia lugar retira solo,aseg circulaba directorio semaforo amarilla visualiza pone impactada tercero moto circulaba centenario lateral delante izquierda parte delante tercero tercero sufre lesiones recibe asistencia lugar retira solo
aci   ,parado esquina doblar arranco colisiona bicicleta venia mirando transito venia,comprometida,parado esquina doblar arranco colisionando bicicleta venia mirando transito venia,parado esquina doblar arranco colisionando bicicleta venia mirando transito venia
am    ,asegurado detenido puerta atras abre moto pasaba choca puerta asegurado motociclista venia solo cae reclamante quejaba dolor manos,comprometida,aseg detenido puerta atras abre moto pasaba chocando puerta aseg motociclista venia solo caen reclamante quejaba dolor manos,aseg detenido puerta atras abre moto pasaba chocando puerta aseg motociclista venia solo caen quejaba dolor manos
am    ,asegurado circulando agote llega interseccion tireste detienencuando vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecha punta delanterados ocupantes caen piso incorporan retiran propios medios lesiones visiblesno iuntervino tel,comprometida,aseg circulando agote llegar interseccion tireste detienencuando vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecha punta delante ocupantes caen piso incorporan retira propios medios lesiones visiblesno iuntervino tel,aseg circulando llegar interseccion vuelve ponerse marcha tercero moto circulaba gran velocidad ultima embiste lateral derecha punta delante ocupantes caen piso incorporan retira propios medios lesiones tel
am    ,asegurado circulaba carlos casares virreyes guino doblar modo moto impacta asegurado parte lateral delantera unidad cond moto cae pavimento cond moto llevaba iba femenino ninguno ,comprometida,aseg circulaba carlos casares virreyes guino doblar modo moto impactada aseg parte lateral delante unidad cond moto caen pavimento cond moto llevaba iba femenino ninguno,aseg circulaba carlos guino doblar modo moto impactada aseg parte lateral delante unidad cond moto caen pavimento cond moto llevaba iba femenino ninguno
am    ,mecanica hecho segun versio asegurado vehiculo asegurado circulando canada juan ruiz interseccion carlos pellegrini asegurado advierte luz giro maniobra hacia ahi tercero moto circulaba misma detras vehiculo asegurado logra detener marcha embiste parte trasera vehiculo asegurado integrante cae pavimento presentaba lesiones ,comprometida,mecanica hecho segun version aseg vehiculo aseg circulando canada juan ruiz interseccion carlos pellegrini aseg advierte luz giro maniobra habia ahi tercero moto circulaba mismo detras vehiculo aseg logra detener marcha embiste parte trasera vehiculo aseg integrante caen pavimento presentaba lesiones,mecanica hecho segun version aseg vehiculo aseg circulando canada juan ruiz interseccion carlos aseg advierte luz giro maniobra habia ahi tercero moto circulaba mismo detras vehiculo aseg logra detener marcha embiste parte trasera vehiculo aseg integrante caen pavimento presentaba lesiones
am    ,asegurado encontraba circulando ruta tercero moto vena misma ruta carril derecha asegurado intenta doblar colpayo logra moto impacta lateral derecha delantero lateral izquierda moto producto toque moto ocupante caen piso solo ocupante moto presento dolores puno ,comprometida,aseg encontraba circulando ruta tercero moto venia mismo ruta carril derecha aseg intenta doblar colpayo logra moto impactada lateral derecha delante lateral izquierda moto produce toque moto ocupantes caen piso solo ocupantes moto presento dolor puno,aseg encontraba circulando ruta tercero moto venia mismo ruta carril derecha aseg intenta doblar logra moto impactada lateral derecha delante lateral izquierda moto produce toque moto ocupantes caen piso solo ocupantes moto presento dolor puno
am    ,circulaba rivadavia salir semaforo interseccion san martin giro hacia eimpacto parte delantera moto circulaba delante mio detiene imprevistamente moto iba solo ocupante cae pavimento sufre raspones leves ,comprometida,circulaba rivadavia salir semaforo interseccion san martin giro habia impacto parte delante moto circulaba delante mio detiene imprevistamente moto iba solo ocupantes caen pavimento sufre raspones leves,circulaba rivadavia salir semaforo interseccion san martin giro habia impacto parte delante moto circulaba delante mio detiene imprevistamente moto iba solo ocupantes caen pavimento sufre raspones leves
am    ,circulando lisandro torre aseg entrando garage doblando aparece moto traviesa colisiona costado izquierda tercero cae piso lleva same ,comprometida,circulando san torre aseg entrando garage doblando aparece moto traviesa colisionando costado izquierda tercero caen piso llevaba same,circulando san torre aseg entrando garage doblando aparece moto colisionando costado izquierda tercero caen piso llevaba same
aci   ,asegurado estacionado abre puerta delantera impacta bicicleta circulaba misma ciclista cae asfalto asegurado ayudo tercero levantarse asegurado llevo hospital thompson intervencion policial desplazamientos,comprometida,aseg estacionado abre puerta delante impactada bicicleta circulaba mismo ciclista caen asfalto aseg ayudo tercero levanta aseg llevo hospital thompson intervencion policial desplazamientos,aseg estacionado abre puerta delante impactada bicicleta circulaba mismo ciclista caen asfalto aseg ayudo tercero levanta aseg llevo hospital thompson intervencion policial desplazamientos
aa    ,asegurado circulando canelones colisiona frente lateral derecha trasero tercero circulaba puente inca desplazamientos lesionados,concurrente,aseg circulando canelones colisionando frente lateral derecha trasero tercero circulaba puente inca desplazamientos lesionados,aseg circulando colisionando frente lateral derecha trasero tercero circulaba puente desplazamientos lesionados
aa    ,asegurado circulaba au mayo tercero habia perdido control colisionando guardarrail desplaza colisiona asegurado parte delantera parte lateral tercero expone tocado atras perdio control vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ramos mejia diagnostico fractura hombro dolor columna asegurado indica sufrio mareos dolores intervencion policial,discutida,aseg circulaba au mayo tercero habia perdido control colisionando guardarrail desplazamientos colisionando aseg parte delante parte lateral tercero expone tocado atras perdio control vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ambos mejia diagnostico fractura hombro dolor columna aseg indica sufrio mareos dolor intervencion policial,aseg circulaba au mayo tercero habia control colisionando guardarrail desplazamientos colisionando aseg parte delante parte lateral tercero tocado atras perdio control vehiculo tercero sufrio lesiones dolor hombro cortes manos trasladado same hospital ambos mejia fractura hombro dolor columna aseg indica sufrio mareos dolor intervencion policial
am    ,asegurado estacionado vereda italia realizar marcha atras salir parte trasera tercero moto circulaba misma persona moto recuerda llevaba colocado cayo asfalto ayudado levantarse asegurado personas acepto llamar indica iba ir propios medios centro medico encontraba trabajando desplazamientos,comprometida,aseg estacionado vereda italia realizar marcha atras salir parte trasera tercero moto circulaba mismo personas moto recuerda llevaba colocado cayo asfalto ayudado levanta aseg personas acepto llamar indica iba retiro propios medios centro medios encontraba trabajando desplazamientos,aseg estacionado vereda italia realizar marcha atras salir parte trasera tercero moto circulaba mismo personas moto recuerda llevaba colocado cayo asfalto ayudado levanta aseg personas acepto llamar indica iba retiro propios medios centro medios encontraba trabajando desplazamientos
am    ,asegurado circulando juan manuel rosas colisiona moto detenida delante detras colectivo desplazarse persona circulaba moto luego impactar colectivo cayo piso ,comprometida,aseg circulando juan manuel rosas colisionando moto detenida delante detras colectivo desplazarse personas circulaba moto luego impacta colectivo cayo piso,aseg circulando juan manuel rosas colisionando moto detenida delante detras colectivo desplazarse personas circulaba moto luego impacta colectivo cayo piso
am    ,aseg circulaba blandegues colisionado angulo delantero derecha moto persona circulaba misma pasar delante persona cae piso retira propios medios desplazamientossin intervencion policial,comprometida,aseg circulaba blandegues colisionando angulo delante derecha moto personas circulaba mismo pasar delante personas caen piso retira propios medios desplazamientos intervencion policial,aseg circulaba colisionando angulo delante derecha moto personas circulaba mismo pasar delante personas caen piso retira propios medios desplazamientos intervencion policial
