,cod_accidente,descripcion_del_hecho - Final,responsabilidad
694,am    ,circ herrera doblar tomar suarez motociclista colisiono guardabarro delantero izquierda cayo ,comprometida
695,am    ,circulando republica moto venia rivadavia choca parte moto iva solo cae intervencion policial desplazamientos,comprometida
696,am    ,circulando cuelli doblar bonifacini caseros doy cuenta contramano volanteo retomar cuelli produce colision parte lateral moto circulaba cuelli moto iba sola persona tenia colocado cae piso ,comprometida
697,aci   ,asegurado circulaba cerri cruce san antonio impacta tercero circulaba ultima parte delantera desplazamientos bicicleta solo ocupante cae piso prsentaba dolores raspon trasladado hospital merlo asegurado ,comprometida
698,aci   ,aseg circulaba zabala impacta parte delantera izquierda ro bicicleta circulaba eslovenia desplazamientos lesionados bici personas levantan medios ,comprometida
699,peaton,vehculo asegurado circulaba echeandia girar tomar escalada impacta parte delantera peaton cruzaba peaton cay piso trasladada same hospital cecilia grierson int cria cel aseg,comprometida
700,am    ,circulando jmarmolal girar tomar mitre direccion caba produce colision paragolpe delantero derecha opticacapot tercero moto circulaba mitre contramano contrario mio ocupante cae piso ,comprometida
701,aa    ,asegurado circulaba agosto colisiona parte delantera parte trasera tercero frena mismasin lesiones desplazamientos,comprometida
702,am    ,asegurado circulaba dr j c salaberry colisionado parte lateral delantera parte delantera moto circulaba moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones varias retirarion propios medios intervencion medica policial,concurrente
703,peaton,redgreenlue asegurado circulando iriarte poder maniobrar esquivar peaton cruzaba impacta ,comprometida
704,am    ,dispongo doblar pelagio moto intenta sobrepasar impacta lateral izquierda produce caida ocupantes incorpora propios medios ,comprometida
705,am    ,asegurado va doblar moto quiere adelantar produce colison rueda delantera ocupantes moto seguro caen piso ,comprometida
706,aci   ,cruzando puente alvarez moto invade carril esquive hacer impactamos levemente ciclista vena enfrente ciclista cay intervencin polica march propios medios tras dejarme datos,comprometida
707,am    ,redgreenlue asegurado circulaba caseros moto colisiona lateral izquierda ,comprometida
708,am    ,asegurado circulando griveo desplazarse levemente pasar lomo burro tercero moto ocupantes intenta sobrepasar vehiculo asegurado pequeno espacio quedaba pierden estabilidad cayeron moto ,comprometida
709,peaton,mecanica hecho segun version asegurado vehiculo asegurado circulaba gral paz colisiona parte delantera peaton menor edad sale autos estacionados peaton cayo piso presentaba lesiones visibles retiro propios medios familiares intervencion medica policial familiares trasladan menor hospital austral luego periodo internacion observacion medica dan alta desplazamientod ,concurrente
710,am    ,asegurado circulando onzari girar lafuente colisiona lateral derecha tercero moto persona cae piso tercero retira propios medios ,comprometida
711,peaton,mecanica hecho segun version asegurado asegurado circulaba rivadavia girar carabobo encontraba peaton mirando celular avanzo segun dice pisa derecha toca parte delantera vehiculo asegurado cae asfalto intervencion policial desplazamientos tercero trasladado hospital alvarez desconoce quedo internadodsa amplaicion asegurado escrito ,comprometida
712,am    ,mecanica hecho segun version asegurado asegurado circulando venezuela saliendo cooperativa maniobra girar febrero colisionado parte delantera lateral delantero derecha moto circulaba ultima mencionada moto circulaba persona cae calzada ,comprometida
713,aa    ,asegurada circulando cnel larrazabal llegar cruce colectora au dellepiane norte colisionada tercero circulaba ultima impacta parte delantera parte delantera aseg desplazamientos lesiones d,
714,am    ,circulando arana tercero venia arenales frena golpe ai pasa suelta embrague embiste lateral derecha frente ocupante cae piso ,concurrente
715,am    ,aseg circulaba rivadavia llegar pallares luz giro maniobra luego tomar pallares colisionado lateral trasero izquierda frente moto venia detras moto viajaban personas masculino acompanante femenino ambos mantienen arriba moto perdieron estabilidad intercambiaron datos retiraron lugar ambos,comprometida
716,cicl  ,estacione auto lugar trabajo habitual abr puerta bajar vehculo embestido ciclista ciclista trasladado hospital argerich revisaron tomaron placas dado alta buen general aunque dolores recetaron diclofenac reposod ,comprometida
717,am    ,vehculo asegurado circulaba bogota detiene llegar esquina caracas resulta impactado lateral delantero derecha moto circulaba primera sobrepas desplazamientos moto ocupante recuerda tena puesto cay piso manifest dolencias nt medica int policial retir medios moto asegurada ,comprometida
718,am    ,asegurado circulaba peribebuy llegar esquina colisona tercero venia islas malvinas detuvo consecuencia asegurado embiste mismo solo ocupante golpea levementesi intervencion policial,comprometida
719,am    ,asegurado circulando larralde doblar hacia ascasubi impactado moto lateral izquierda circuilaba misma aseg sobrepasa momento aseg dispone doblar giro ocupantes moto caen pavimento interv same cuales trasladados hospital moreno asegurado detalla espera aparecen terceros cuales llevan moto lugar desconocen magnitud lesiones aparentemente ocupantes asistido quirurgicamente aseg realiza denuncia policial,comprometida
720,am    ,asegurada circulaba lugar doblar hacia izquierda moto intenta pasarlo asegurado colisiona mismo solo ocupante colocado cae suelo luego levanta lesiones,comprometida
721,am    ,aseg circulando juramento cuand interseccion veragua logra evitar impactar p delantera lateral izquierda tercero moto iban ocupantes puesto caen paviemento reincorporan propios medios ,comprometida
722,am    ,asegurado circulando colon momento maniobrar ingresar jg artigas colisiona parte delantera parte trasera tercero moto detuvo marcha misma solo ocupante moto cae piso sabe llevaba puesto intervencion policial retiro moto ,comprometida
723,aa    ,aseg circulando interseccin pasa b aseg coliciona danandole parte trasera frente vehi aseg mas vhs,comprometida
724,peaton,asegurado ayacucho habilita semaforo avanza viamonte senda peatonal toca senora izquierda apoyada auto llega ,comprometida
725,am    ,mecanica hecho segun version asegurado venia circulando paseo colon punto doblar independencia moto venia detras mio embistio puerta delantera guaradabarros espejo moto cayo trasladado same hopsital golpes encuenta bien encontraba acompanante poseia informo secuestraron vehiculos mismo retira hospital argerich volviendo propios medios buscar motod,comprometida
726,am    ,asegurado circulando olivos disponia girar santa julia tercero moto circulaba detras embiste lateral izquierda ocupante cae piso,comprometida
727,am    ,asegurado circulando interseccion tercero circulando moto interseccion colisiona lateral delantero izquierda cliente cae piso incorpora medios tenia raspon frente tenia documentacion circular ,concurrente
728,aa    ,asegurada circulaba miguel cane llegar interseccin septiembre impacta parte delantera puerta delantera chevrolet corsa transitaba septiembre acompanantes chevrolet corsa result corte frente intervencin,comprometida
729,aa    ,aseg circulando argerich tercero circulaba delante frena transito vhl aseg llega frenar impacta parte delantera aprte trasera tercero lesiones,comprometida
730,mm    ,aseg detenido semaforo salta da luz gira hacia alfonsin enganchado parte delantera parte trassera medio aseg seguro tercero moto circulaba salta aseg cae piso ve tercero cae piso ambos tenian ,concurrente
731,aa    ,circulando mosconi auto tercero frena asegurado puede frenar embiste parte trasera desplamientos lesiones,comprometida
732,aci   ,aseg circulaba rep honduras detras bicicleta par bicicleta encontraba taxi llegar juan b justo doblo aviso delante bici frenar golpe aseg golpea frente parte trasera bicime bajo asisto incorpora medios manifiesta dolor ofrece asistencia medica lugar niega ofresco llevarlo dirigia casa cargamos bici auto trayencto tercero manifiesta hicha llevo hospital pirovano atendido luego pide lleve vicente lopez vive retiro lugar ,comprometida
733,peatã“n,asegurado circulaba peron colisiona peton baja vereda manera imprevista aseg frena golpe toca peaton criatura brazos peaton cae suelo izquierda capot aseg ,comprometida
734,peatã“n,mecanica hecho s vs asegurado aseg circulaba vernet esq fortunato lopez detras colectivo colectivo frena parada bajen pasajeros aseg pasa llegar esquina delante colectivo peaton aseg frena puede evitar colisionar persona persona cae suelo segun indica tenia molestias ,comprometida
735,am    ,circulaba baldomero fernandez moreno llegar interseccion pumacahua tercero antecedia frena embisto frente parte trasera luego embestido lateral derecha lateral izquierda moto circulaba misma ocupante cae pavimento manifestaba lesiones visibles ,comprometida
736,peaton,mecanica hecho segun version asegurado vehiculo asegurado detiene repentinamente rafaela tercero detiene adelante asegurado maniobraba atras evitar choque alli impacta levemente peaton justo dispuso cruzar desplazamientos lesionados peaton ,comprometida
737,am    ,aseg maniobraba estacionar colisiona lateral delantero derecha moto circulaba motociclista utilizaba cay pavimento presentaba lesiones visibles retir propios medios interv policias,comprometida
738,am    ,aseg circulaba independencia giraba hacia izquierda combate pozos impactado lateral izquierda delantero puerta espejo retrovisor mas adelante moto circulaba independencia intenta sobrepasar aseg moto cae piso tenia ,comprometida
739,am    ,asegurado saliendo estacionado manuel rodriguez colisiono lateral delantero derecha tercero moto ocupantes cayeron suelo circulaban misma ,comprometida
740,am    ,circulaba gral paz altura axion liniers riachuelo carril medio venia nadie paso carril izquierdauierda pasando moto embiste parte trasera solo ocupante moto moto cae piso embestirme desplaza embiste color puerta trasera izquierda ,comprometida
741,aci   ,aseg circulaba cochabamba maniobrar hacia impactado parte lateral delantera izquierda ro circulaba desplazamientos lesionados,comprometida
