cod_accidente,descripcion,filter,responsabilidad
aa,d asegurado informa que circulando con su vehiculo por la calle internas del predio de carcel de unidad  de san martin cuando un vehiculo tercero que circulaba en sentido contrario a el asegurado quiso doblar hacia la misma calle que el asegurado el tercero no logro observarlo y lo impacto,asegurado informa circulando con su vehiculo por la calle internas del predio carcel unidad san martin vehiculo tercero circulaba en sentido contrario el asegurado quiso doblar hacia la misma calle el asegurado el tercero no logro observarlo lo impacto,comprometida
aa,d el choque fue bastante leve surgio de una desatencion mia en trafico pesado por la cual impacto al otro auto por detras,el choque fue bastante leve surgio desatencion mia en trafico pesado por la cual impacto al otro auto por detras,comprometida
aa,d me encierra un colectivo y me corro hacia mi derecha y con mi puerta derecha trasera guardabarros y paragolpe toco el paragolpe de un renault  que estaba estacionado en un lugar prohibido ya que habia un cartel de prohibido estacionar en el lugar,me encierra colectivo me corro hacia mi derecha con mi parte derecha trasera guardabarros paragolpe toco el paragolpe renault estaba estacionado en lugar prohibido ya habia cartel prohibido estacionar en el lugar,comprometida
aa,d circulaba por hesperides cuando cruzo la interseccion heraclides un vehiculo que circulaba por heraclides me embiste en la parte trasera de mi auto lado del acompanante,circulaba por hesperides cruzo la interseccion heraclides vehiculo circulaba por heraclides me embiste en la parte trasera mi auto lado del acompanante,concurrente
aa,d version asegurado    me encontraba dando marcha atras y el vehiculo que venia entrando no se dio cuenta y nos embestimos ampliacion asegurado  es dentro del estacionamiento de jumbo estaba en el espacio de estacionamiento hizo marcha atras e impacta al vehiculo del tercero el terceor circulaba por la calle interna del estacionamuiento dmt en guardabarros delantero izquierdo,version asegurado me encontraba dando marcha atras el vehiculo venia entrando no dio cuenta nos embestido ampliacion asegurado es dentro del estacionamiento jumbo estaba en el espacio estacionamiento hizo marcha atras e impacta al vehiculo del tercero el tercero circulaba por la calle interna del estacionamuiento dmt en guardabarros delantera izquierda,comprometida
aa,d me encontraba haciendo maniobras de estacionamiento con balizas encendidas cuando el taxi conducido por el sr sergio perfetto me colisiona rompiendo el paragolpe trasero de mi auto,me encontraba haciendo maniobras estacionamiento con balizas encendidas el taxi conducido por el sr sergio perfetto me colisiona rompiendo el paragolpe trasera mi auto,discutida
aa,d circulando por calle gutierrez  no advierto de un tercero que frena delante mio  por ende lo impacto,circulando por calle gutierrez no advierto tercero frena delante mio por ende lo impacto,comprometida
aa,d el auto volkswagen suran  trendline modelo  dominio hmh se encontraba estacionado descargando sobre la vereda de entrada al garaje de la direccion mencionada arribaestando por arrancar mi auto estacionado frente al domicilio lindero dando marcha atras y no visualizandolo para salir entre autos  se produjo el golpe en el guardabarros delantero izquierdo del dignificado gabriel hernan calcatelli,el auto volkswagen suran trendline modelo dominio hmh encontraba estacionado descargando la vereda entrada al garaje la direccion mencionada arribaestando por arrancar mi auto estacionado parte delantera al domicilio lindero dando marcha atras no visualizandolo para salir entre autos produjo el golpe en el guardabarros delantera izquierda del dignificado gabriel hernan calcatelli,comprometida
aa,d asegurada informa que se encontraba circulando por la revolucion de mayo y al cortar el semaforo los vehiculos que seencontraban por delante frenan de golpe por lo cual asegurada impacta contra tercero el vehiculo se encontraba manejado por el hijo de la senora beatriz del valle rojas quien impacta contra otro vehiculo que se encontraba detenido en la sendapeatonal acompanante del vehiculo de beatriz del valle rojas esposa del hijo golpea su cabeza en el vidrio parabrisas no acudio emergencias,asegurado informa encontraba circulando por la revolucion mayo al cortar el semaforo los vehiculo seencontraban por delante frenan golpe por lo cual asegurado impacta contra tercero el vehiculo encontraba manejado por el hijo la senora beatriz del valle rojas quien impacta contra otro vehiculo encontraba detenido en la sendapeatonal acompanante del vehiculo beatriz del valle rojas esposa del hijo golpea su cabeza en el vidrio parabrisas no acudio emergencias,comprometida
aa,d el dia mensionado saliendo de mi garage en calle pedro lacoste hago marcha atras y no veo estacionado un vehiculo enfrente  lo cual lo choco en la puerta trasera lado acompanante,el dia mensionado saliendo mi garage en calle pedro lacoste hago marcha atras no veo estacionado vehiculo enfrente lo cual lo choco en la parte trasera lado acompanante,comprometida
aa,d el asegurado indica que estaba saliendo del garage de su domicilio cuando termino rozando el guardabarro de otro vehiculo tercero que pasaba,el asegurado indica estaba saliendo del garage su domicilio termino rozando el guardabarro otro vehiculo tercero pasaba,comprometida
aa,d el etios npk venia circulando por la avenida sarmiento y no pudo frenar cuando se detuvo el auto siena nnp perteneciente a seguridad privada luego de haber cruzado el semaforo circulando por sarmiento de casares a figueroa alcorta,el etios npk venia circulando por la avenida sarmiento no pudo frenar detuvo el auto siena nnp perteneciente seguridad privada luego haber cruzado el semaforo circulando por sarmiento casares figueroa alcorta,comprometida
aa,d asegurada informa que ciruclando por el carril derecho de colectora con la luz de giro hacia la izquierda por doblar en el puente de  de mayo cuando una traffic que circulaba por el carril del medio quiso girar hacia la derecha y termino impactando con la asegurada luego del impacto la asegurada se desplaza hacia el carril izquierdo de mano rapida e impacta a otro vehiculo tercero,asegurado informa circulando por el carril derecha colectora con la luz giro hacia la izquierda por doblar en el puente mayo traffic circulaba por el carril del medio quiso girar hacia la derecha termino impactado con la asegurado luego del impacto la asegurado desplaza hacia el carril izquierda mano rapida e impacta otro vehiculo tercero,discutida
aa,d asegurado quiere dejar asentado que mientras criculaba por la avenida mencionada por el carril izquierdo cuando un tercero que se encontraba en la rotonda a la derecha del asegurado no lo visualiza procede a cruzar y ahi se genera la colision en la cual el tercero lo impacta con la parte delantera izquierda a la puerta trasera derecha del aseguradod  ampliacion con el asegurado asegurado circulaba por escalada en sentido hacia el riachuelo tercero intenta incorporarse hacia escalada desde una calle lateral  a la altura de una ypf no llega a frenar y embiste al asegurado a la altura de la puerta delantera e izquierda derecha tercero con danos en la parte delantera izquierda no interviene policia ni ambulanciad,asegurado quiere dejar asentado mientras circulaba por la avenida mencionada por el carril izquierda tercero encontraba en la rotonda la derecha del asegurado no lo visualiza procede cruzar ahi genera la colision en la cual el tercero lo impacta con la parte delantera izquierda la parte trasera derecha del asegurado ampliacion con el asegurado asegurado circulaba por escalada en sentido hacia el riachuelo tercero intenta incorporarse hacia escalada desde calle parte la altura ypf no llega frenar embiste al asegurado la altura la parte delantera e izquierda derecha tercero con danos en la parte delantera izquierda no interviene policia ni ambulanciad,discutida
aa,d se contacta la nieta del asegurado e informa que se encontraba con su abuela detenida en el semaforo de avenida libertador el auto es automatico entonces levanta el pie del freno y sin querer el vehiculo se va hacia delante y llega a rozar levemente a el vehiculo que se encontraba delante,contacta la nieta del asegurado e informa encontraba con su abuela detenida en el semaforo avenida libertador el auto es automatico entonces levanta el pie del freno sin querer el vehiculo va hacia delante llega rozar levemente el vehiculo encontraba delante,comprometida
aa,d asegurado indica que saliendo de la plaza de estacionamiento marcha atras impacta a un vhl que estaba estacionado,asegurado indica saliendo la plaza estacionamiento marcha atras impacta vehiculo estaba estacionado,comprometida
aa,d version tercero  el  tercero estaba parado en doble fila en la calle cervino  y yo no lo vi y lo impacte al doblar me distraje ampliacion asegurada  circulaba por sinclair y doblo hacia la izquierda a cervino en ese giro impacta al tercero que se encontraba detenido en doble fila,version tercero el tercero estaba parado en doble fila en la calle cervino yo no lo vi lo impacta al doblar me distraje ampliacion asegurado circulaba por sinclair doblo hacia la izquierda cervino en ese giro impacta al tercero encontraba detenido en doble fila,comprometida
