cod_accidente,descripcion,fuzzy,no_hapaxes,responsabilidad
am    ,asegurado circulando av juan manuel rosas colisiona moto detenida delante detras colectivo impacto desplazarse persona circulaba moto casco luego impactar colectivo cayo piso ,asegurado circulando av juan manuel rosas colisiona moto detenida delante detras colectivo impacto desplazarse persona circulaba moto casco luego impacta colectivo cayo piso,asegurado circulando av juan manuel rosas colisiona moto detenida delante detras colectivo impacto desplazarse persona circulaba moto casco luego impacta colectivo cayo piso,comprometida
am    ,vh aseg circulaba calle blandegues colisionado angulo delantero derecho moto persona casco circulaba misma pasar cruza delante persona cae piso retira propios medios desplazamientossin ,vh aseg circulaba calle blandegues colisionado angulo delantero derecha moto persona casco circulaba mismo pasar cruza delante persona cae piso retira propios medios desplazamientos,vh aseg circulaba calle colisionado angulo delantero derecha moto persona casco circulaba mismo pasar cruza delante persona cae piso retira propios medios desplazamientos,comprometida
peatã“n,circulando dardo rocha doblar izquierda tomar av alvear cruza chica encandila sol veo toco parte delantera izquierda peaton cae piso presentaba lesiones ,circulando dardo rocha doblar izquierda tomar av alvear cruza choca encandila sola veo toco parte delantera izquierda peaton cae piso presentaba lesiones,circulando dardo rocha doblar izquierda tomar av alvear cruza choca sola veo toco parte delantera izquierda peaton cae piso presentaba lesiones,comprometida
am    ,mecanica hecho s vs asegurado econtrba av calchaqui doblar lamadrid derecha repente siento impacto choque lateral izq cuiando miro veo moto habia impactado lateral izquierdo moto cae piso involucrados datos tercero cajal rodolfo adrian onda cv jny galeno seguros,mecanica hecho s vs asegurado econtrba av calchaqui doblar lamadrid derecha repente siento impacto choque lateral izq cuiando miro veo moto habia impactado lateral izquierdo moto cae piso involucrados datos tercero cajal rodolfo adrian onda cv jny galeno seguros,mecanica hecho s vs asegurado av calchaqui doblar lamadrid derecha repente siento impacto choque lateral izq miro veo moto habia impactado lateral izquierdo moto cae piso involucrados datos tercero rodolfo onda seguros,comprometida
am    ,circulo ruta llegar calle salta pongo luz giro comienzo doblar hacia izquierda venia nadie frente mano enseguida siento impacto moto choca parte trasera derecha circulaba contrario mio dos ocupantes resultaron lesiones leves,circulo ruta llegar calle salta pongo luz giro comienzo doblar habia izquierda venia nadie frente mano enseguida siento impacto moto choca parte trasera derecha circulaba contrario mio dos ocupantes resultaron lesiones leves,circulo ruta llegar calle salta pongo luz giro comienzo doblar habia izquierda venia nadie frente mano enseguida siento impacto moto choca parte trasera derecha circulaba contrario mio dos ocupantes resultaron lesiones leves,nan
aa    ,mecanica hecho segun version asegurado vehiculo gol trend asegurado llega frenar colisionando ford fiesta patente abuc vez impacta vw suran patente kozd mecanica hecho segun tercero denuncia dominio koz choque cadena av gral paz asegurado segundo lugar choque produce venia detras dominio mju,mecanica hecho segun version asegurado vehiculo gol trend asegurado llegar frena colisionando ford fiesta patente abuc vez impacta vw suran patente kozd mecanica hecho segun tercero denuncia dominio koz choque caen av gral paz asegurado segun lugar choque produce venia detras dominio mju,mecanica hecho segun version asegurado vehiculo gol trend asegurado llegar frena colisionando ford fiesta patente vez impacta vw suran patente mecanica hecho segun tercero denuncia dominio choque caen av gral paz asegurado segun lugar choque produce venia detras dominio,comprometida
aa    ,circulando betinotti terminando cruzar yerra tercero venia colisiona frente lateral trasero derecho desp,circulando betinotti terminando cruzar yerra tercero venia colisiona frente lateral trasero derecha desp,circulando betinotti terminando cruzar tercero venia colisiona frente lateral trasero derecha desp,concurrente
peaton,asegurado circulando av gaona girando izquierda argerich impacta parte delantera izquerda peaton cruzaba calzada calle argerich peaton cae calzada ,asegurado circulando av gaona girando izquierda argerich impacta parte delantera izquierda peaton cruzaba calzada calle argerich peaton cae calzada,asegurado circulando av gaona girando izquierda argerich impacta parte delantera izquierda peaton cruzaba calzada calle argerich peaton cae calzada,comprometida
am    ,asegurado circulando calle thames querer doblar hacia calle munecas impacta moto circulaba mismasin ,asegurado circulando calle thames querer doblar habia calle munecas impacta moto circulaba mismasin,asegurado circulando calle thames querer doblar habia calle impacta moto circulaba mismasin,comprometida
am    ,vh asegurado circulaba calle lambare colisiona parte delantera parte trasera moto frena misma moto tenia dos ocupantes ambos tenian casco cayeron piso presetaban dolor cuello mano pierna retiraron propios medios ,vh asegurado circulaba calle lambare colisiona parte delantera parte trasera moto frena mismo moto tenia dos ocupantes ambos tenia casco cayeron piso presentaba dolor cuello mano pierna retiro propios medios,vh asegurado circulaba calle colisiona parte delantera parte trasera moto frena mismo moto tenia dos ocupantes ambos tenia casco cayeron piso presentaba dolor cuello mano pierna retiro propios medios,comprometida
aa    ,asegurado inicia marcha luego semaforo embiste parte delantera aseg parte trasera tercero tercero menciona latigazo cervical desplazamiento golpe leve,asegurado inicia marcha luego semaforo embiste parte delantera aseg parte trasera tercero tercero menciona latigazo cervical desplazamientos golpe leve,asegurado inicia marcha luego semaforo embiste parte delantera aseg parte trasera tercero tercero menciona latigazo cervical desplazamientos golpe leve,comprometida
am    ,saliendo estac calle saldia moto circulba contramano membiste frente delderechoel mismo cae piso posibles lesionesse presenta policia ambulancia desplazamientono posee datos conductor origen venezolanodueno moto nicolle david mejias cano dni,saliendo estac calle saldia moto circulaba contramano embiste frente delderechoel mismo cae piso posibles lesiones presentaba policia ambulancia desplazamientos posee datos conductor origen venezolanodueno moto nicolle david mejias cano dni,saliendo calle moto circulaba contramano embiste frente mismo cae piso posibles lesiones presentaba policia ambulancia desplazamientos posee datos conductor moto david cano dni,comprometida
am    ,circulaba calle acosta doblo julian perez izquierda momento embiste moto parte delantera izq vh moto sola persona cae piso recuerdo si tenia casco ,circulaba calle acosta dolor julian perez izquierda momento embiste moto parte delantera izq vh moto sola persona cae piso recuerdo si tenia casco,circulaba calle acosta dolor julian perez izquierda momento embiste moto parte delantera izq vh moto sola persona cae piso recuerdo si tenia casco,comprometida
am    ,circulaba gallo girar hacia calle lafallete siento impacto lat derecho moto solo acupante cae pavimento bajo asisto veo posee raspones brazo pierna izq ofresco asistencia medica niega int datos retira medios int policia amb,circulaba gallo girar habia calle lafallete siento impacto lat derecha moto solo ocupante cae pavimento bajo asisto veo posee raspones brazo pierna izq ofresco asistencia medica niega int datos retira medios int policia amb,circulaba girar habia calle siento impacto lat derecha moto solo ocupante cae pavimento bajo asisto veo posee raspones brazo pierna izq ofresco asistencia medica niega int datos retira medios int policia amb,comprometida
am    ,venia calle larrea cruza persona bicicleta delante mio as mismo pego volantazo esquivar derecha lado acompanante alanzo tocar dos personas motofue tema leve particip policia ambulancia asegurado ratifico posteriormente datos terceros reclamantes,venia calle larrea cruza persona bicicleta delante mio as mismo pego volantazo esquivar derecha lado acompanante alanzo tomar dos personas motofue tema leve particip policia ambulancia asegurado ratifico posteriormente datos terceros reclamantes,venia calle larrea cruza persona bicicleta delante mio as mismo esquivar derecha lado acompanante tomar dos personas tema leve particip policia ambulancia asegurado posteriormente datos terceros,comprometida
aa    ,aseg circulando av warnes tercero circulando calle thamesal llegar interseccion colisionan ambos parte frontal causa colision vh impacta masetero parte frontal danando varias partes vh lesionados traslada tercero hospital dolores torax air bag,aseg circulando av warnes tercero circulando calle thamesal llegar interseccion colisiona ambos parte frontal causa colision vh impacta masetero parte frontal danando varias parte vh lesionados trasladado tercero hospital dolor torax air bag,aseg circulando av warnes tercero circulando calle llegar interseccion colisiona ambos parte frontal causa colision vh impacta parte frontal danando varias parte vh lesionados trasladado tercero hospital dolor torax,discutida
am    ,circulando avcrdoba direccin interseccin av juan b justo carril extremo derecho indicacin giro derecha moto realiza sobrepaso derecha haciendo caso omiso senal lumnica sonora giro derecha impactando rueda delantera derecha vehculo,circulando avcrdoba direccin interseccin av juan b justo carril extremo derecha indicacin giro derecha moto realiza sobrepaso derecha haciendo caso mismo senal lumnica sonora giro derecha impactado rueda delantera derecha vehiculo,circulando direccin interseccin av juan b justo carril extremo derecha giro derecha moto realiza sobrepaso derecha haciendo caso mismo giro derecha impactado rueda delantera derecha vehiculo,comprometida
am    ,saliendo ruta moto detras misma colisiona lateral izquierdo persona misma cae suelo tenia lesiones ,saliendo ruta moto detras mismo colisiona lateral izquierdo persona mismo cae suelo tenia lesiones,saliendo ruta moto detras mismo colisiona lateral izquierdo persona mismo cae suelo tenia lesiones,concurrente
